Station Code,Monitoring Location,State,Type,full_address,Latitude,Longitude,Avg_Temp,Avg_Humidity,Avg_Wind,Weather_Main,Region_Cluster,Temperature (°C) Min,Temperature (°C) Max,Dissolved Oxygen(mg/L) Min,Dissolved Oxygen(mg/L) Max,pH Min,pH Max,Conductivity(µmho/cm) Min,Conductivity(µmho/cm) Max,BOD(mg/L) Min,BOD(mg/L) Max,Nitrate N(mg/L) Min,Nitrate N(mg/L) Max,Fecal Coliform(MPN/100ml) Min,Fecal Coliform(MPN/100ml) Max,Total Coliform(MPN/100ml) Min,Total Coliform(MPN/100ml) Max,Fecal Streptococci(MPN/100ml) Min,Fecal Streptococci(MPN/100ml) Max,WQI_Min,WQI_Max,WQI_Average
2331.0,River Bharathapuzha At Kuttippuram,Kerala,,"River Bharathapuzha At Kuttippuram, Kerala, India",10.8423474,76.02988040000001,24.65,92.0,3.88,Rain,8,26.0,34.0,5.5,8.2,7.3,7.9,107.0,408.0,1.0,3.7,0.3,0.7,100.0,490.0,200.0,630.0,2.0,160.0,24.043437013926656,45.70337348475221,34.873405249339434
2332.0,River Bharathapuzha At Pattambi,Kerala,,"River Bharathapuzha At Pattambi, Kerala, India",10.8057301,76.1956647,24.72,94.0,2.3,Rain,8,25.0,34.0,6.5,8.3,7.3,8.0,161.0,460.0,1.0,3.9,0.3,0.69,2.0,400.0,100.0,600.0,2.0,200.0,22.47183121307778,47.74777539290693,35.109803302992354
2328.0,River Bharathapuzha Rsvr At Malampuzha,Kerala,,"River Bharathapuzha Rsvr At Malampuzha, Kerala, India",10.8280802,76.7368037,24.23,99.0,4.43,Rain,8,25.0,32.0,6.7,7.6,7.2,7.9,79.0,158.0,1.0,3.0,0.3,0.59,2.0,310.0,100.0,500.0,2.0,40.0,21.582746416403612,40.813157089442555,31.197951752923082
1154.0,"River Chalakudy At Pulikkakadavu, Thrissur",Kerala,,"River Chalakudy At Pulikkakadavu, Thrissur, Kerala, India",10.2402897,76.3315622,23.99,94.0,1.03,Mist,8,26.0,29.0,6.1,7.3,6.6,8.9,66.0,400.0,1.0,2.8,0.3,1.15,5.0,2000.0,310.0,7900.0,8.0,400.0,19.02586976282685,45.97983042256513,32.502850092695994
21.0,River Chaliyar At Chungapally,Kerala,,"River Chaliyar At Chungapally, Kerala, India",11.32608982903372,76.03318367509772,23.31,94.0,1.39,Clouds,8,26.0,30.0,6.1,7.9,7.12699808795411,7.7,50.0,662.4912944738834,1.0,1.0,0.3,0.96,90.0,4900.0,250.0,6300.0,2.0,430.0,22.11075442878709,24.12801434019183,23.119384384489457
20.0,River Chaliyar At Koolimadu,Kerala,,"River Chaliyar At Koolimadu, Kerala, India",11.2720185,75.97644,23.55,94.0,1.03,Mist,8,25.0,30.0,6.0,8.0,6.4,7.7,38.0,121.0,1.0,1.0,0.3,0.36,100.0,5400.0,250.0,6300.0,10.0,540.0,18.046798843133352,24.09991038992961,21.073354616531482
3464.0,"River Chaliyar At Nilambur, Malappuram",Kerala,,"River Chaliyar At Nilambur, Malappuram, Kerala, India",11.32608982903372,76.03318367509772,23.31,94.0,1.39,Clouds,8,25.0,32.0,6.6,8.0,6.5,7.6,43.0,109.0,1.0,1.1,0.3,0.3,310.0,636.0863579474343,1200.0,8400.0,2.0,91.9023746701847,17.767049944872713,22.935174719184925,20.35111233202882
5192.0,"River Chaliyar Beypore Port, Kozhikode",Kerala,,"River Chaliyar Beypore Port, Kozhikode, Kerala, India",11.166732,75.80792900000002,23.62,94.0,1.03,Mist,8,20.42956204379562,29.024965940054496,4.3,7.7,6.4,8.2,257.53576807228916,662.4912944738834,1.0,2.8,0.0,0.0,10.0,2100.0,395.1527835914609,1565.5568332596197,5.957692307692308,91.9023746701847,20.63150342426381,41.267339552404245,30.949421488334025
1573.0,"River Chithrapuzha At Irumpanam, Kerala",Kerala,,"River Chithrapuzha At Irumpanam, Kerala, Kerala, India",9.9681462,76.35504569999999,24.0,94.0,3.78,Rain,8,27.0,30.0,0.7,6.7,6.4,9.1,135.0,2399.0,1.0,4.8,0.3,1.9082062950322338,95.31980715146645,636.0863579474343,2200.0,12000.0,5.957692307692308,91.9023746701847,26.22532403264834,64.1535285841607,45.18942630840452
5215.0,"River Chitturpuzha At Chittur Bridge, Palakkad",Kerala,,"River Chitturpuzha At Chittur Bridge, Palakkad, Kerala, India",10.6888373,76.7188798,24.49,99.0,4.12,Rain,8,27.0,33.0,5.9,7.6,7.8,8.4,299.0,470.0,1.1,3.0,0.3,0.5,2.0,490.0,2.0,600.0,2.0,60.0,27.122603659626247,43.7665985612928,35.44460111045952
2287.0,River Ithikkara At Ithikkara,Kerala,,"River Ithikkara At Ithikkara, Kerala, India",8.870249388161128,76.80281640991561,23.1,97.0,2.28,Clouds,8,25.0,28.0,5.1,6.9,7.1,7.8,106.0,662.4912944738834,1.0,2.9,0.0,3.5,220.0,480.0,700.0,1200.0,20.0,100.0,23.525146946967485,40.64837552447267,32.086761235720076
1564.0,River Ithikkara Kerala,Kerala,,"River Ithikkara Kerala, Kerala, India",8.870249388161128,76.80281640991561,23.1,97.0,2.28,Clouds,8,24.0,29.0,6.4,7.4,6.4,8.1,111.0,1101.0,1.0,2.6,0.0,2.2,150.0,200.0,700.0,940.0,2.0,2.0,17.43505398861585,39.02023824193084,28.227646115273345
5204.0,"River Ithikkara At Kalladathanni, Kollam",Kerala,,"River Ithikkara At Kalladathanni, Kollam, Kerala, India",8.870249388161128,76.80281640991561,23.1,97.0,2.28,Clouds,8,24.0,29.0,5.5,7.1,6.5,7.4,106.0,662.4912944738834,1.0,2.0,0.0,0.9,130.0,200.0,630.0,790.0,2.0,31.0,19.397612075489224,30.4352401762783,24.91642612588376
2293.0,River Kadalundi At Hajirappally,Kerala,,"River Kadalundi At Hajirappally, Kerala, India",11.1360492,75.8272482,23.57,94.0,1.03,Mist,8,22.0,24.0,6.0,9.0,6.6,7.6,81.0,126.0,1.0,3.0,0.3,0.7,20.0,250.0,31.0,490.0,2.0,49.0,19.18371437935188,36.898295322707,28.04100485102944
1566.0,"River Kadalundi At Thirurangady, Kerala",Kerala,,"River Kadalundi At Thirurangady, Kerala, Kerala, India",11.09647139415746,75.86210502984649,23.63,94.0,1.03,Mist,8,22.0,24.0,5.5,8.2,6.8,7.8,76.0,153.0,1.0,3.0,0.3,0.55,20.0,280.0,49.0,1200.0,2.0,120.0,21.116166269582447,39.298883239605125,30.207524754593784
5202.0,"River Kallada At Kulathupuzha, Kollam",Kerala,,"River Kallada At Kulathupuzha, Kollam, Kerala, India",9.030974028909531,76.81423669057355,23.29,98.0,1.46,Clouds,8,24.0,28.0,3.0,8.3,6.4,7.6,74.0,662.4912944738834,1.0,6.4,0.0,1.7,200.0,636.0863579474343,840.0,9400.0,20.0,91.9023746701847,22.694060381316977,66.1220261240975,44.40804325270724
5203.0,"River Kallada At Mundrothuruth, Kollam",Kerala,,"River Kallada At Mundrothuruth, Kollam, Kerala, India",8.995245599999999,76.6105054,24.23,94.0,3.33,Clouds,8,22.0,29.0,4.4,6.9,6.5,7.4,126.0,662.4912944738834,1.0,3.6,0.0,3.4,210.0,310.0,700.0,1000.0,20.0,49.0,21.118027881699224,44.02916241142485,32.573595146562035
2337.0,River Kadambrayar At Brahmapuram,Kerala,,"River Kadambrayar At Brahmapuram, Kerala, India",10.000969,76.3787808,23.81,94.0,1.03,Mist,8,28.0,30.0,0.8,5.8,6.5,8.2,102.0,1768.0,1.0,5.0,0.3,7.4,210.0,636.0863579474343,1500.0,1565.5568332596197,5.957692307692308,91.9023746701847,26.6836080665837,62.13092804001414,44.40726805329892
2338.0,River Kadambrayar At Manckakadavu,Kerala,,"River Kadambrayar At Manckakadavu, Kerala, India",12.2180288,75.50146409999999,23.44,97.0,1.59,Clouds,8,28.0,29.0,1.2,5.2,6.4,8.9,94.0,160.0,1.0,3.4,0.3,0.75,400.0,3800.0,1500.0,6300.0,5.957692307692308,430.0,25.542328016727215,54.66762147519208,40.104974745959645
42.0,"River Kallada At Perumthottamkadavu, Punaloor",Kerala,,"River Kallada At Perumthottamkadavu, Punaloor, Kerala, India",9.030974028909531,76.81423669057355,23.29,98.0,1.46,Clouds,8,24.0,29.0,6.1,8.3,6.4,7.5,72.0,244.0,1.0,2.0,0.0,4.5,120.0,430.0,630.0,1200.0,2.0,31.0,17.888650100738758,29.366049395857807,23.627349748298283
2294.0,"River Kallayi At Kallayi Bridge, Kozhikode",Kerala,,"River Kallayi At Kallayi Bridge, Kozhikode, Kerala, India",11.2375545,75.7873489,23.59,91.0,5.59,Clouds,8,26.0,31.0,0.4,5.2,6.6,8.0,482.0,662.4912944738834,2.4,3.3000373692077725,0.3,1.86,95.31980715146645,636.0863579474343,395.1527835914609,1565.5568332596197,5.957692307692308,91.9023746701847,39.35968510850897,47.709395639467935,43.53454037398845
5225.0,"River Kallayi At Kothi Bridge, Kozhikode",Kerala,,"River Kallayi At Kothi Bridge, Kozhikode, Kerala, India",11.2288706,75.7800592,23.62,88.0,6.14,Clouds,8,27.0,31.0,1.1,7.0,6.7,8.0,523.0,662.4912944738834,1.0,4.7,0.3,3.48,60.0,636.0863579474343,170.0,1565.5568332596197,20.0,91.9023746701847,27.33381835025861,56.507955260874034,41.920886805566326
5224.0,"River Kallayi At Mooriyadu, Kozhikode",Kerala,,"River Kallayi At Mooriyadu, Kozhikode, Kerala, India",11.2435194,75.7944209,23.59,91.0,5.59,Clouds,8,26.0,32.0,0.7,4.4,6.7,8.0,305.0,662.4912944738834,2.9,3.3000373692077725,0.3,2.28,95.31980715146645,636.0863579474343,2600.0,1565.5568332596197,5.957692307692308,91.9023746701847,43.596927123905466,48.95858195551343,46.27775453970945
3460.0,"River Kalpathi Puzha At Kalpathi, Palakkad",Kerala,,"River Kalpathi Puzha At Kalpathi, Palakkad, Kerala, India",10.7950691,76.6452193,24.71,99.0,3.95,Rain,8,25.0,32.0,4.8,7.3,7.4,8.3,199.0,815.0,1.3,3.1,0.3,0.88,2.0,490.0,100.0,630.0,2.0,80.0,28.142014865336524,44.485194252998895,36.31360455916771
3471.0,"River Karamana At Aruvikara, Thiruvananthapuram",Kerala,,"River Karamana At Aruvikara, Thiruvananthapuram, Kerala, India",8.45410732975725,76.96430549671042,25.94,78.0,6.17,Mist,8,26.0,28.0,6.7,8.0,6.2,8.8,59.0,160.0,1.0,2.1,0.3,0.3,100.0,920.0,490.0,1300.0,2.0,2.0,15.806652950971229,38.19129072693832,26.998971838954773
1155.0,"River Karamana At Moonnattumukku, Kerala",Kerala,,"River Karamana At Moonnattumukku, Kerala, Kerala, India",8.4419138,76.9505426,25.95,78.0,6.17,Mist,8,26.0,29.0,0.4,6.5,6.6,7.6,253.0,1299.0,2.5,7.3,0.3,5.2,95.31980715146645,636.0863579474343,395.1527835914609,1565.5568332596197,2.0,2.0,40.18223975032997,76.40589343358126,58.29406659195561
5196.0,"River Karamana At Peppara Upstream, Peppara Dam, Thiruvananthapuram",Kerala,,"River Karamana At Peppara Upstream, Peppara Dam, Thiruvananthapuram, Kerala, India",8.45410732975725,76.96430549671042,25.94,78.0,6.17,Mist,8,26.0,29.0,7.0,8.1,5.9,7.8,51.0,99.0,1.0,1.9,0.3,0.3,100.0,580.0,310.0,790.0,2.0,2.0,13.601552531565133,30.483493489560654,22.042523010562896
5195.0,"River Karamana At Thiruvallom, Thiruvananthapuram",Kerala,,"River Karamana At Thiruvallom, Thiruvananthapuram, Kerala, India",8.4478996,76.9556643,25.94,78.0,6.17,Mist,8,26.0,29.0,4.1,8.3,6.5,7.5,154.0,1001.0,1.0,5.2,0.3,0.3,95.31980715146645,636.0863579474343,395.1527835914609,10000.0,2.0,2.0,21.55682048939047,55.62133915656723,38.58907982297885
3458.0,River Karapuzha Dam At Wayanad,Kerala,,"River Karapuzha Dam At Wayanad, Kerala, India",11.6182113,76.1722152,20.51,98.0,1.08,Clouds,8,23.0,32.0,6.1,8.0,6.2,7.3,124.0,159.0,1.0,1.5,0.3,0.3,2.0,84.0,2.0,170.0,2.0,55.0,16.701562131261657,24.295658588857517,20.498610360059587
2289.0,River Karuvannur At Karuvannur Bridge,Kerala,,"River Karuvannur At Karuvannur Bridge, Kerala, India",10.4034585,76.2160985,24.79,95.0,2.86,Rain,8,17.0,30.0,4.7,7.3,6.6,8.6,48.0,140.0,1.0,2.9,0.3,0.3,2.0,310.0,2.0,790.0,2.0,2.0,21.183275290006957,44.50793400724751,32.84560464862724
2301.0,River Kavvai At Kuttiyol Palam,Kerala,,"River Kavvai At Kuttiyol Palam, Kerala, India",12.087948,75.1793444,24.89,90.0,4.69,Clouds,8,28.0,31.0,3.3,7.8,5.9,6.8,108.0,271.0,1.0,3.5,0.3,0.3,200.0,400.0,400.0,800.0,10.0,20.0,19.337903834007836,38.24751475598514,28.792709294996484
2295.0,River Korapuzha At Kanayankode,Kerala,,"River Korapuzha At Kanayankode, Kerala, India",11.4227134,75.7117075,24.67,91.0,4.45,Clouds,8,26.0,31.0,4.5,6.6,5.9,7.4,350.0,662.4912944738834,1.0,3.6,0.3,1.25,79.0,3400.0,100.0,4600.0,2.0,220.0,17.45043705069969,45.33891982339484,31.394678437047265
2326.0,"River Korayar Near Naragampally Bridge At Kanjikode, Palakkad",Kerala,,"River Korayar Near Naragampally Bridge At Kanjikode, Palakkad, Kerala, India",10.7885645,76.7193279,24.56,99.0,4.6,Rain,8,26.0,31.0,5.3,7.9,7.9,8.4,525.0,861.0,1.0,2.8,0.3,0.85,2.0,200.0,2.0,600.0,2.0,80.0,27.80604979584517,41.585722881448696,34.69588633864693
5210.0,"River Kothamangalam At Kooroor Thodu, Ernakulam",Kerala,,"River Kothamangalam At Kooroor Thodu, Ernakulam, Kerala, India",9.9886019,76.2853598,23.99,93.0,4.97,Clouds,8,25.0,30.0,6.2,8.1,6.2,6.8,27.0,83.0,1.0,2.3,0.3,0.74,3.0,70.0,5.0,350.0,2.0,380.0,16.547638139181405,27.83120555113634,22.189421845158872
2298.0,River Kuppam At Rayarom,Kerala,,"River Kuppam At Rayarom, Kerala, India",12.2087087,75.4315594,22.29,97.0,1.62,Clouds,8,27.0,32.0,5.6,7.8,6.0,7.4,69.0,200.0,1.0,3.8,0.3,0.3,79.0,250.0,200.0,410.0,10.0,20.0,16.334841027606227,44.153366700020456,30.244103863813343
1569.0,"River Kuppam Thaliparamba, Kerala",Kerala,,"River Kuppam Thaliparamba, Kerala, Kerala, India",12.0501542,75.34959909999999,24.09,92.0,2.83,Clouds,8,28.0,32.0,3.3,8.9,6.0,7.3,200.0,662.4912944738834,1.0,3.6,0.3,2.8,170.0,450.0,280.0,920.0,10.0,20.0,19.90929170626219,40.383240766367166,30.14626623631468
5234.0,"River Kuppam At Urooteri, Kannur",Kerala,,"River Kuppam At Urooteri, Kannur, Kerala, India",12.0501542,75.34959909999999,24.09,92.0,2.83,Clouds,8,27.0,31.0,3.6,7.8,7.12699808795411,7.2,66.0,683.0,1.0,2.6,0.3,0.3,49.0,200.0,100.0,400.0,10.0,20.0,25.95389422630317,33.106621790665976,29.530258008484573
1567.0,"River Kuttiyady Estate, Kerala",Kerala,,"River Kuttiyady Estate, Kerala, Kerala, India",11.6543212,75.7535455,24.52,96.0,1.48,Clouds,8,27.0,32.0,6.3,7.8,6.0,7.8,23.0,34.0,1.0,1.0,0.3,0.3,58.0,2200.0,94.0,4100.0,2.0,94.0,15.248705660272677,24.032704127417908,19.640704893845292
1568.0,"River Mahe At Valayam, Kozhikode",Kerala,,"River Mahe At Valayam, Kozhikode, Kerala, India",11.7206433,75.67026469999999,24.46,94.0,2.44,Clouds,8,26.0,30.0,5.7,7.9,6.2,7.4,39.0,99.0,1.0,1.1,0.3,0.3,100.0,4600.0,200.0,8400.0,2.0,310.0,17.348084157339542,23.101942906321028,20.225013531830285
2285.0,River Mamom At Mamom Bridge,Kerala,,"River Mamom At Mamom Bridge, Kerala, India",8.6763978,76.8280092,25.87,93.0,4.11,Clouds,8,26.0,29.0,6.2,8.0,6.3,7.3,105.0,167.0,1.0,2.8,0.3,0.3,700.0,2200.0,920.0,3500.0,2.0,2.0,17.33736985088858,35.62531894153023,26.48134439620941
1340.0,"River Manimala At Kalloopara, Kerala",Kerala,,"River Manimala At Kalloopara, Kerala, Kerala, India",9.3955113,76.6340511,23.64,95.0,1.38,Clouds,8,27.0,30.0,6.5,7.9,6.9,8.0,154.0,864.0,1.0,6.9,0.3,0.3,2.0,2000.0,2.0,1565.5568332596197,2.0,580.0,20.14903379183497,73.50372369251855,46.82637874217676
1384.0,"River Manimala At Thondra, Kerala",Kerala,,"River Manimala At Thondra, Kerala, Kerala, India",9.490483254864348,76.67559284543603,23.59,97.0,1.19,Clouds,8,27.0,30.0,6.5,8.0,6.8,7.4,159.0,1586.0,1.0,3.8,0.3,0.85,2.0,1000.0,2.0,10000.0,2.0,2.0,19.568406985843676,44.11550323032799,31.841955108085834
3459.0,"River Maniyankode Puzha At Maniyankode Bridge, Wayanad",Kerala,,"River Maniyankode Puzha At Maniyankode Bridge, Wayanad, Kerala, India",11.631187,76.06576419999999,20.54,97.0,1.39,Clouds,8,23.0,32.0,5.0,8.0,6.5,6.9,109.0,222.0,1.0,1.6,0.3,0.35,2.0,170.0,22.0,310.0,2.0,150.0,20.140020721925566,22.82341476516764,21.481717743546604
2307.0,River Manjeshwar At Bajrakkara Br.,Kerala,,"River Manjeshwar At Bajrakkara Br., Kerala, India",12.7245542,74.8850112,23.56,91.0,3.4,Clouds,8,27.0,32.0,6.2,7.8,6.9,8.2,84.0,168.0,1.0,2.0,0.3,0.3,2.0,400.0,340.0,1000.0,2.0,94.0,20.612721662347447,34.03856265189035,27.3256421571189
5245.0,"River Manjeshwar At Bangra-Manjeshwar Bridge,Hosdurg, Kasaragod",Kerala,,"River Manjeshwar At Bangra-Manjeshwar Bridge,Hosdurg, Kasaragod, Kerala, India",12.7060644,74.9062654,23.44,93.0,2.81,Clouds,8,27.0,32.0,5.1,7.7,6.5,7.9,165.0,662.4912944738834,1.0,2.6,0.3,6.73,94.0,390.0,490.0,920.0,2.0,120.0,20.014420576381784,37.61810882537693,28.81626470087936
1339.0,"River Meenachil At Kidangoor, Kottayam",Kerala,,"River Meenachil At Kidangoor, Kottayam, Kerala, India",9.6821084,76.60799329999999,23.87,97.0,1.07,Clouds,8,27.0,28.0,6.5,9.1,6.0,6.7,33.0,81.0,1.0,1.5,0.3,0.43,2.0,450.0,150.0,790.0,2.0,2.0,14.923830795026483,19.23034708365134,17.07708893933891
5244.0,"River Mogral At Madhur Bridge Near Madhur Sri Sidhivinayaka Temple, Kasaragod",Kerala,,"River Mogral At Madhur Bridge Near Madhur Sri Sidhivinayaka Temple, Kasaragod, Kerala, India",12.5547746,75.0100853,23.47,93.0,1.92,Clouds,8,26.0,31.0,5.6,7.8,6.9,8.4,66.0,161.0,1.0,2.7,0.3,0.66,130.0,240.0,260.0,840.0,2.0,63.0,21.575762056554346,40.92300669204652,31.249384374300433
2304.0,River Mogral At Mogral Br.,Kerala,,"River Mogral At Mogral Br., Kerala, India",12.5743154,74.9727072,23.72,93.0,2.39,Clouds,8,27.0,32.0,5.2,7.2,6.0,7.7,371.0,662.4912944738834,1.0,2.2,0.3,3.5,40.0,480.0,310.0,840.0,2.0,90.0,16.940534073438965,33.84611320889426,25.39332364116661
5211.0,"River Muvattapuzha At Peruvammuzhi Bridge, Ernakulam",Kerala,,"River Muvattapuzha At Peruvammuzhi Bridge, Ernakulam, Kerala, India",9.9816358,76.2998842,24.01,93.0,4.97,Clouds,8,25.0,30.0,6.5,8.1,7.12699808795411,6.9,29.0,200.0,1.0,2.8,0.3,1.2,2.0,17.0,2.0,39.0,2.0,130.0,21.46704553958423,32.52480696416694,26.995926251875588
43.0,River Muvattapuzha At Vettikkattumukku,Kerala,,"River Muvattapuzha At Vettikkattumukku, Kerala, India",9.9894229,76.57897489999999,23.92,97.0,0.53,Clouds,8,26.0,28.0,6.2,8.1,7.12699808795411,6.7,48.0,84.0,1.0,1.1,0.3,0.74,2.0,400.0,100.0,700.0,2.0,2.0,21.930022722886175,17.478678953590073,19.704350838238124
1563.0,River Neyyar At Amaravila,Kerala,,"River Neyyar At Amaravila, Kerala, India",8.3885185,77.1053673,25.89,92.0,3.84,Clouds,8,26.0,30.0,6.0,8.1,6.3,7.4,74.0,180.0,1.0,1.5,0.3,0.3,95.31980715146645,1800.0,1000.0,3100.0,2.0,2.0,17.467007037508186,25.238874061400647,21.352940549454416
2284.0,River Neyyar At Aruvipuram,Kerala,,"River Neyyar At Aruvipuram, Kerala, India",8.4244937,77.0981743,25.82,92.0,3.59,Clouds,8,26.0,29.0,5.9,7.6,6.4,7.4,74.0,171.0,1.0,2.7,0.3,0.3,95.31980715146645,2200.0,1300.0,3500.0,2.0,2.0,18.202751197854088,36.00030708706628,27.101529142460187
2288.0,River Pallickal At Nellimukal,Kerala,,"River Pallickal At Nellimukal, Kerala, India",9.1231118,76.671377,23.7,95.0,2.1,Clouds,8,24.0,28.0,6.4,8.6,6.3,8.1,110.0,299.0,1.0,2.1,0.0,5.5,58.0,150.0,580.0,790.0,2.0,20.0,16.82682882928217,33.16210827313631,24.99446855120924
1156.0,"River Pamba At Chengannur, Alappuzha",Kerala,,"River Pamba At Chengannur, Alappuzha, Kerala, India",9.3183275,76.61108449999999,23.87,95.0,1.57,Clouds,8,26.0,28.0,6.2,6.8,6.5,7.4,40.0,56.0,1.0,1.0,0.3,0.52,70.0,130.0,200.0,410.0,2.0,2.0,18.30993600847457,22.636635078417953,20.47328554344626
5205.0,"River Pamba At Munnar, Pathanamthitta",Kerala,,"River Pamba At Munnar, Pathanamthitta, Kerala, India",9.400518115801724,76.76171901748995,23.72,96.0,1.46,Clouds,8,25.0,29.0,5.9,6.9,6.5,7.2,45.0,54.0,1.0,1.1,0.3,0.38,58.0,100.0,170.0,310.0,2.0,2.0,18.768980722544903,22.12940928534087,20.449195003942886
1341.0,"River Pamba At Thakazhy, Kerala",Kerala,,"River Pamba At Thakazhy, Kerala, Kerala, India",9.3706608,76.4114733,24.68,92.0,4.5,Clouds,8,25.0,30.0,4.8,6.9,6.3,7.1,48.0,81.0,1.0,1.7,0.3,0.3,58.0,94.0,170.0,280.0,2.0,2.0,19.304246059318128,26.479320137621457,22.891783098469794
5207.0,"River Pamba At Veeyapuram, Alappuzha",Kerala,,"River Pamba At Veeyapuram, Alappuzha, Kerala, India",9.3361474,76.4649847,24.41,93.0,3.08,Clouds,8,27.0,29.0,5.5,7.7,6.5,7.5,185.0,463.0,1.2,4.1,0.3,0.32,2.0,4900.0,2.0,7900.0,2.0,91.9023746701847,21.013925804926167,48.75575342026822,34.88483961259719
10017.0,River Pamba D/S,Kerala,,"River Pamba D/S, Kerala, India",9.400518115801724,76.76171901748995,23.72,96.0,1.46,Clouds,8,26.0,28.0,6.2,7.4,6.5,7.4,48.0,76.0,1.0,2.5,0.3,0.31,150.0,636.0863579474343,430.0,1565.5568332596197,2.0,49.0,18.334306657402443,34.195187513961955,26.2647470856822
1565.0,"River Pamba Down, Kerala",Kerala,,"River Pamba Down, Kerala, Kerala, India",9.400518115801724,76.76171901748995,23.72,96.0,1.46,Clouds,8,26.0,29.0,5.1,6.5,6.2,6.9,47.0,62.0,1.0,1.5,0.3,0.42,61.0,110.0,240.0,340.0,2.0,20.0,18.262027910085425,24.299175767991855,21.28060183903864
5191.0,"River Pamba Near Thottappally Harbour, Alappuzha",Kerala,,"River Pamba Near Thottappally Harbour, Alappuzha, Kerala, India",9.322183,76.383986,24.75,92.0,4.52,Clouds,8,20.42956204379562,29.024965940054496,4.7,8.1,6.3,7.5,257.53576807228916,662.4912944738834,1.7601102307957286,3.3000373692077725,0.0,0.0,2.0,636.0863579474343,395.1527835914609,1565.5568332596197,5.957692307692308,91.9023746701847,25.683913665904903,40.26562289421924,32.97476828006207
10016.0,River Pamba U/S,Kerala,,"River Pamba U/S, Kerala, India",9.400518115801724,76.76171901748995,23.72,96.0,1.46,Clouds,8,26.0,28.0,6.5,7.6,6.7,7.6,40.0,58.0,1.0,1.0,0.3,0.3,100.0,3500.0,310.0,11000.0,2.0,2.0,19.017711956202678,23.585296335793252,21.301504145997967
17.0,River Periyar At Aluva-Eloor,Kerala,,"River Periyar At Aluva-Eloor, Kerala, India",10.0669103,76.2989896,23.95,94.0,1.03,Mist,8,26.0,31.0,3.0,7.8,6.5,9.4,86.0,662.4912944738834,1.0,3.2,0.3,2.65,400.0,636.0863579474343,910.0,1565.5568332596197,17.0,91.9023746701847,23.345085800513402,51.03423582791848,37.18966081421594
18.0,River Periyar At Kalady,Kerala,,"River Periyar At Kalady, Kerala, India",10.1710193,76.4468254,23.95,94.0,1.03,Mist,8,25.0,29.0,6.5,8.0,6.1,8.046132997163568,28.0,58.0,1.0,1.9,0.3,0.3,210.0,3400.0,700.0,7900.0,20.0,91.9023746701847,15.567679150788136,32.92294822581229,24.245313688300214
2335.0,River Periyar At Kalamassery,Kerala,,"River Periyar At Kalamassery, Kerala, India",10.0531493,76.3528075,23.88,94.0,1.03,Mist,8,27.0,30.0,4.2,6.8,6.4,9.0,48.0,151.0,1.0,2.9,0.3,0.61,110.0,3200.0,340.0,7000.0,43.0,200.0,20.826148463693727,48.487094063908096,34.656621263800915
3468.0,"River Periyar At Kwa Intake, Aluva",Kerala,,"River Periyar At Kwa Intake, Aluva, Kerala, India",10.1105174,76.3608545,24.01,94.0,1.03,Rain,8,26.0,29.0,5.4,7.6,6.5,8.046132997163568,36.0,65.0,1.0,2.0,0.3,0.3,84.0,2000.0,250.0,5800.0,10.0,410.0,19.54806170643638,33.94163279642909,26.744847251432734
2333.0,River Periyar At Muppathadam,Kerala,,"River Periyar At Muppathadam, Kerala, India",10.0832575,76.3148492,23.99,94.0,1.03,Mist,8,27.0,30.0,5.4,7.4,6.5,9.0,43.0,82.0,1.0,2.1,0.3,0.41,310.0,1500.0,1000.0,4300.0,17.0,91.9023746701847,19.617205649627852,40.462572688562325,30.03988916909509
5209.0,"River Periyar At Panamkutty Bridge, Idukki",Kerala,,"River Periyar At Panamkutty Bridge, Idukki, Kerala, India",9.9521566,76.98071999999999,21.85,98.0,0.21,Clouds,8,24.0,26.0,5.9,8.0,6.5,7.2,41.0,110.0,1.4,2.5,0.3,0.87,310.0,1400.0,790.0,3700.0,2.0,91.9023746701847,22.135657388895453,32.36156276349974,27.248610076197597
2334.0,River Periyar At Pathalam,Kerala,,"River Periyar At Pathalam, Kerala, India",10.0761863,76.3260992,23.96,94.0,1.03,Mist,8,27.0,30.0,4.0,7.6,6.6,8.046132997163568,105.0,662.4912944738834,1.0,3.9,0.3,1.9082062950322338,200.0,636.0863579474343,840.0,7900.0,43.0,91.9023746701847,22.32399143510947,49.23130062522011,35.77764603016479
2336.0,River Periyar At Purappallikadavu,Kerala,,"River Periyar At Purappallikadavu, Kerala, India",10.07337062026821,76.58278577271189,23.71,97.0,0.48,Clouds,8,27.0,30.0,5.5,7.6,6.6,8.1,48.0,662.4912944738834,1.0,2.9,0.3,1.01,170.0,636.0863579474343,700.0,7900.0,17.0,200.0,20.00125834731676,41.28568385362734,30.64347110047205
1338.0,"River Periyar At Sewage Discharge Point,Aluva, Ernakulam",Kerala,,"River Periyar At Sewage Discharge Point,Aluva, Ernakulam, Kerala, India",10.1003709,76.35703819999999,23.87,94.0,1.03,Mist,8,25.0,29.0,5.5,6.9,6.5,8.046132997163568,45.0,90.0,1.0,2.8,0.3,0.74,95.31980715146645,3900.0,2200.0,1565.5568332596197,20.0,91.9023746701847,19.402959062250623,42.16784676721194,30.785402914731282
