Station Code,Monitoring Location,State,Temperature (°C) Min,Temperature (°C) Max,Dissolved Oxygen(mg/L) Min,Dissolved Oxygen(mg/L) Max,pH Min,pH Max,Conductivity(µmho/cm) Min,Conductivity(µmho/cm) Max,BOD(mg/L) Min,BOD(mg/L) Max,Nitrate N(mg/L) Min,Nitrate N(mg/L) Max,Fecal Coliform(MPN/100ml) Min,Fecal Coliform(MPN/100ml) Max,Total Coliform(MPN/100ml) Min,Total Coliform(MPN/100ml) Max,Fecal Streptococci(MPN/100ml) Min,Fecal Streptococci(MPN/100ml) Max,Type,full_address,Latitude,Longitude,Avg_Temp,Avg_Humidity,Avg_Wind,Weather_Main
5571.0,"Kudlu Doddakere, Kudlu Vill,Bengaluru",Karnataka,23.0,28.0,0.3,5.9,6.5,8.5,612.0,1200,4.0,40.0,1.0,6.3,480.0,27000,9200,240000.0,,,Lake,"Kudlu Doddakere, Kudlu Vill,Bengaluru, Karnataka, India",12.8836708,77.6643502,22.42,91.0,5.14,Clouds
3583.0,Kukkarahalli Lake,Karnataka,24.0,31.0,4.2,7.8,8.2,9.0,525.0,680,2.0,12.0,1.4,3.8,450.0,1700,4300,7000.0,,,Lake,"Kukkarahalli Lake, Karnataka, India",12.3103953,76.6304409,22.85,89.0,4.15,Clouds
4516.0,Kundalahalli Lake,Karnataka,17.0,28.0,2.9,6.6,7.0,8.2,366.0,1556,4.0,30.0,1.1,6.0,400.0,48000,9200,350000.0,,,Lake,"Kundalahalli Lake, Karnataka, India",12.9693331,77.7205276,23.0,87.0,5.14,Clouds
3692.0,Kunduvadakere Lake,Karnataka,26.0,33.0,5.9,10.0,7.6,9.7,167.0,340,1.0,4.2,0.3,1.3,4.0,110,58,920.0,,,Lake,"Kunduvadakere Lake, Karnataka, India",14.4550295,75.89260709999999,22.55,89.0,3.58,Clouds
3586.0,Limbhabudi Lake,Karnataka,18.0,30.0,3.4,12.2,7.3,9.0,730.0,1288,3.0,14.0,2.9,11.2,450.0,1700,5800,8400.0,,,Lake,"Limbhabudi Lake, Karnataka, India",13.3604541,76.32284229999999,21.44,88.0,2.8,Clouds
4538.0,Machohalli Lake,Karnataka,24.0,28.0,0.3,5.5,6.2,7.5,286.0,3270,6.0,225.0,0.7,15.0,480.0,460000 0,9200,35000000.0,,,Lake,"Machohalli Lake, Karnataka, India",13.0108144,77.4530917,22.88,84.0,3.68,Clouds
5562.0,"Mahadevpuraa Lake, K. R. Puram , Bangalore East Taluka",Karnataka,22.0,30.0,3.2,5.6,7.4,8.7,537.0,1196,3.2,10.0,0.9,3.0,2100.0,9400,24000,92000.0,,,Lake,"Mahadevpuraa Lake, K. R. Puram , Bangalore East Taluka, Karnataka, India",12.9870816,77.6926214,23.08,86.0,5.14,Clouds
3635.0,Malathahalli Lake,Karnataka,19.0,29.0,2.9,6.1,6.4,8.2,913.0,1298,4.0,12.6,2.1,12.2,430.0,70000,9200,540000.0,,,Lake,"Malathahalli Lake, Karnataka, India",12.9659278,77.495291,22.83,88.0,5.14,Clouds
5589.0,"Mallapura Kere, Mallapura Vill, Nh-13, Hospet Road Chitradurga,Bengaluru",Karnataka,26.0,27.0,0.3,9.0,7.8,8.5,1240.0,1480,5.0,34.9,1.5,6.0,130.0,1400,2200,35000.0,,,Lake,"Mallapura Kere, Mallapura Vill, Nh-13, Hospet Road Chitradurga,Bengaluru, Karnataka, India",14.2394566,76.40385440000001,22.66,89.0,5.89,Clouds
4547.0,Mangamanapalya Lake(Swarana Kunte),Karnataka,23.0,28.0,3.4,6.4,6.5,7.6,350.0,1168,4.0,13.0,0.6,12.0,340.0,8400,9200,160000.0,,,Lake,"Mangamanapalya Lake(Swarana Kunte), Karnataka, India",12.9027471,77.6349979,22.52,91.0,5.14,Clouds
3644.0,Mulbagalu Lake,Karnataka,25.0,26.0,2.0,5.5,7.0,8.2,686.0,1850,4.0,29.0,2.4,7.0,790.0,7900,9200,160000.0,,,Lake,"Mulbagalu Lake, Karnataka, India",13.1534857,78.3916883,27.53,68.0,3.03,Clouds
5561.0,"Munekolalu Lake ,Marathahalli, East Taluka ,Bengaluru",Karnataka,21.0,29.0,3.1,6.0,6.8,8.4,510.0,1478,4.0,23.0,1.5,4.0,3100.0,7900,35000,160000.0,,,Lake,"Munekolalu Lake ,Marathahalli, East Taluka ,Bengaluru, Karnataka, India",12.9601434,77.7083053,23.0,87.0,5.14,Clouds
3626.0,Nagavara Lake,Karnataka,20.0,32.0,1.6,6.1,6.5,8.1,390.0,928,4.0,20.0,0.9,3.0,170.0,12000,2400,160000.0,,,Lake,"Nagavara Lake, Karnataka, India",13.0448805,77.60850270000002,23.15,83.0,5.14,Clouds
4523.0,Nallurahalli Lake,Karnataka,22.0,29.0,2.8,6.2,6.6,7.8,507.0,1571,4.0,16.0,1.6,4.0,310.0,26000,16000,350000.0,,,Lake,"Nallurahalli Lake, Karnataka, India",12.9742878,77.73555120000002,23.1,84.0,5.14,Clouds
3646.0,Narasapura Lake,Karnataka,25.0,26.0,4.2,6.1,6.5,7.7,588.0,1149,4.0,8.0,2.0,4.0,220.0,12000,1600,160000.0,,,Lake,"Narasapura Lake, Karnataka, India",13.1731625,78.0131171,28.73,75.0,3.4,Clouds
4509.0,Narasipura Lake,Karnataka,24.0,31.0,4.3,6.5,6.8,7.7,329.0,685,4.0,9.0,1.0,10.0,490.0,8400,16000,160000.0,,,Lake,"Narasipura Lake, Karnataka, India",13.1091865,77.4630265,23.05,82.0,3.67,Clouds
3685.0,Navalooru Lake,Karnataka,23.0,26.0,6.4,6.9,7.6,8.1,742.0,1396,3.8,6.0,1.2,1.7,141.0,630,240,3800.0,76.0,210.0,Lake,"Navalooru Lake, Karnataka, India",13.3604541,76.32284229999999,21.44,88.0,2.8,Clouds
4505.0,Nelamangala Lake,Karnataka,25.0,33.0,0.3,6.9,6.5,7.5,517.0,1789,4.0,86.0,2.0,7.0,470.0,58000,16000,920000.0,,,Lake,"Nelamangala Lake, Karnataka, India",13.0809739,77.3995467,22.64,82.0,3.66,Clouds
3687.0,Nuggikere Lake,Karnataka,23.0,25.0,6.6,7.1,7.1,7.9,688.0,990,3.7,5.0,1.0,1.5,146.0,750,212,3500.0,48.0,210.0,Lake,"Nuggikere Lake, Karnataka, India",15.415233,75.0059837,22.62,99.0,0.45,Clouds
3620.0,Parappana Agrahara Lake,Karnataka,22.0,28.0,2.1,5.5,7.0,8.2,592.0,1689,4.0,42.0,0.6,6.0,430.0,330000 0,3500,24000000.0,,,Lake,"Parappana Agrahara Lake, Karnataka, India",12.8785138,77.6691654,22.31,91.0,5.14,Clouds
4524.0,Pattandur Agrahara Lake,Karnataka,21.0,28.0,3.2,6.0,6.7,8.0,398.0,1671,4.0,16.0,1.0,6.4,330.0,9400,3500,160000.0,,,Lake,"Pattandur Agrahara Lake, Karnataka, India",12.9770523,77.7453869,23.06,84.0,5.14,Clouds
3614.0,Puttenahalli Lake,Karnataka,24.0,28.0,4.2,6.3,6.5,7.9,346.0,1044,4.0,11.0,1.0,4.0,460.0,150000,9200,1600000.0,,,Lake,"Puttenahalli Lake, Karnataka, India",12.890235,77.58737359999999,22.17,90.0,5.14,Clouds
3624.0,Puttenahalli Lake,Karnataka,20.0,29.0,3.0,6.2,6.7,7.8,414.0,804,4.0,18.0,1.0,3.0,21.0,79000,540,350000.0,,,Lake,"Puttenahalli Lake, Karnataka, India",12.890235,77.58737359999999,22.17,90.0,5.14,Clouds
4510.0,Rachenahalli Lake,Karnataka,25.0,30.0,2.9,5.7,6.8,8.2,429.0,1292,4.0,45.0,1.1,20.0,460.0,120000,9200,920000.0,,,Lake,"Rachenahalli Lake, Karnataka, India",13.0621226,77.6142319,23.17,83.0,5.14,Clouds
4519.0,Rampura Lake,Karnataka,19.0,28.0,0.3,4.8,6.5,7.3,542.0,2231,4.0,90.0,1.4,6.8,2300.0,630000 0,35000,54000000.0,,,Lake,"Rampura Lake, Karnataka, India",13.0528058,77.69120850000002,23.22,83.0,5.14,Clouds
4514.0,Sadaramangala Lake,Karnataka,22.0,28.0,2.2,6.0,6.5,8.5,399.0,1030,4.0,17.0,0.7,3.6,430.0,150000,5400,1600000.0,,,Lake,"Sadaramangala Lake, Karnataka, India",12.99939,77.72839739999999,23.22,84.0,5.14,Clouds
4504.0,Sarakki Lake,Karnataka,21.0,31.0,4.2,6.1,7.1,8.2,485.0,813,4.0,7.0,0.8,13.0,120.0,11000,1600,160000.0,,,Lake,"Sarakki Lake, Karnataka, India",12.899404,77.57985219999999,22.27,90.0,5.14,Clouds
3674.0,Sathyamangala Kere Pond,Karnataka,22.0,28.0,5.5,7.6,7.8,8.3,460.0,590,2.3,3.0,0.3,1.4,200.0,390,1500,3500.0,,,Lake,"Sathyamangala Kere Pond, Karnataka, India",13.0235299,76.1196734,20.8,93.0,4.52,Clouds
4525.0,Seetharampalya Lake,Karnataka,22.0,28.0,0.3,6.1,6.6,8.5,489.0,1547,4.0,18.0,0.7,5.0,2200.0,33000,24000,240000.0,,,Lake,"Seetharampalya Lake, Karnataka, India",12.9822334,77.713194,23.02,86.0,5.14,Clouds
5563.0,"Segehalli Lake Baavanapura Road Battarahalli , Bangalore East",Karnataka,20.0,26.0,1.6,5.2,6.5,7.5,526.0,1379,7.0,35.0,1.8,5.3,940.0,230000,9200,2400000.0,,,Lake,"Segehalli Lake Baavanapura Road Battarahalli , Bangalore East, Karnataka, India",13.0173922,77.7091369,23.21,83.0,5.14,Clouds
4527.0,Sheelavanta-Whitefield Lake,Karnataka,21.0,29.0,3.0,6.2,6.5,8.2,597.0,1256,4.0,16.0,2.0,5.3,3100.0,33000,35000,240000.0,,,Lake,"Sheelavanta-Whitefield Lake, Karnataka, India",12.9698196,77.7499721,23.04,84.0,5.14,Clouds
5559.0,"Shettihalli Lake, Mallasandra Gudde Lake Bengaluru",Karnataka,24.0,28.0,2.5,6.0,6.5,7.2,292.0,1426,4.0,17.0,0.9,5.0,790.0,49000,16000,350000.0,,,Lake,"Shettihalli Lake, Mallasandra Gudde Lake Bengaluru, Karnataka, India",13.0563775,77.5177992,22.84,82.0,3.73,Clouds
3587.0,Shettykere Lake,Karnataka,20.0,31.0,1.6,6.1,7.4,8.8,612.0,1162,4.0,16.0,2.5,9.3,680.0,2100,6300,9400.0,,,Lake,"Shettykere Lake, Karnataka, India",12.2386992,76.65968060000002,23.05,89.0,4.0,Clouds
4508.0,Singapura Lake,Karnataka,24.0,32.0,0.3,5.9,6.7,7.9,408.0,1300,4.0,93.0,1.0,5.0,410.0,46000,2400,350000.0,,,Lake,"Singapura Lake, Karnataka, India",15.3172775,75.7138884,22.19,87.0,6.4,Clouds
3618.0,Singasandra Lake,Karnataka,23.0,27.0,0.3,5.1,6.8,8.0,563.0,1690,7.0,35.0,2.0,7.0,480.0,170000 000,5400,2400000000.0,,,Lake,"Singasandra Lake, Karnataka, India",12.8822474,77.64555849999999,22.29,91.0,5.14,Clouds
3622.0,Somasundrapalya Lake,Karnataka,24.0,28.0,3.1,6.5,6.6,7.8,288.0,1084,4.0,14.0,1.1,12.0,430.0,4900,5400,160000.0,,,Lake,"Somasundrapalya Lake, Karnataka, India",12.8987894,77.6482432,22.42,91.0,5.14,Clouds
4534.0,Sompura Lake,Karnataka,24.0,31.0,3.5,6.4,7.0,8.4,462.0,1503,4.0,17.0,2.0,23.0,460.0,11000,9200,160000.0,,,Lake,"Sompura Lake, Karnataka, India",12.8746774,77.4985169,22.89,90.0,3.88,Clouds
5570.0,"Soulkere, Kaikondrahalli Vill,Bengaluru",Karnataka,23.0,28.0,3.2,6.0,6.6,7.8,491.0,1265,4.0,14.0,0.8,7.8,400.0,14000,16000,92000.0,,,Lake,"Soulkere, Kaikondrahalli Vill,Bengaluru, Karnataka, India",12.9183126,77.680097,22.94,89.0,5.14,Clouds
3688.0,Sudanakere Lake,Karnataka,23.0,24.0,6.5,7.2,7.2,8.2,714.0,1097,3.6,4.4,1.1,1.6,147.0,420,350,2800.0,24.0,156.0,Lake,"Sudanakere Lake, Karnataka, India",13.3604541,76.32284229999999,21.44,88.0,2.8,Clouds
5577.0,"Tollan Kere Lake, Ravi Nagar , Hobli, Dharwad Distirct,Bengaluru",Karnataka,23.0,25.0,6.3,6.7,7.8,8.3,715.0,1082,5.0,11.0,1.2,1.5,148.0,1200,343,5800.0,91.0,350.0,Lake,"Tollan Kere Lake, Ravi Nagar , Hobli, Dharwad Distirct,Bengaluru, Karnataka, India",15.356498,75.1067128,22.9,99.0,4.75,Clouds
4533.0,Ullalu Lake,Karnataka,20.0,30.0,0.3,6.2,6.5,7.8,286.0,1442,5.0,174.0,1.0,8.5,580.0,70000,16000,350000.0,,,Lake,"Ullalu Lake, Karnataka, India",12.9609481,77.4807087,22.81,88.0,3.8,Clouds
1388.0,Ulsoor Lake Training Centre Of Fish Breeding,Karnataka,25.0,30.0,1.3,5.7,7.1,9.0,273.0,466,4.0,11.0,0.7,6.8,3300.0,150000,35000,1600000.0,,,Lake,"Ulsoor Lake Training Centre Of Fish Breeding, Karnataka, India",12.9832468,77.6199608,22.8,87.0,5.14,Clouds
3593.0,Ulsoor Lake Temple,Karnataka,25.0,30.0,1.6,5.4,7.2,9.0,273.0,478,4.0,11.0,0.8,7.0,2200.0,63000,24000,540000.0,,,Lake,"Ulsoor Lake Temple, Karnataka, India",12.9832468,77.6199608,22.8,87.0,5.14,Clouds
5568.0,"Ulsoor Lake Near Kalyani,Bengaluru",Karnataka,25.0,30.0,4.3,5.6,6.7,8.5,341.0,498,4.0,10.0,1.0,7.0,490.0,4900,5400,92000.0,,,Lake,"Ulsoor Lake Near Kalyani,Bengaluru, Karnataka, India",12.9865613,77.6200492,22.79,87.0,5.14,Clouds
3690.0,Unakalkere Lake,Karnataka,23.0,26.0,6.7,7.3,7.6,8.3,920.0,1060,3.3,6.0,1.1,1.7,170.0,740,342,4800.0,76.0,280.0,Lake,"Unakalkere Lake, Karnataka, India",13.3604541,76.32284229999999,21.44,88.0,2.8,Clouds
3640.0,Uttarahalli Doraikere,Karnataka,23.0,30.0,0.3,6.6,6.5,8.6,213.0,610,4.0,170.0,0.7,3.2,3300.0,63000,24000,1600000.0,,,Lake,"Uttarahalli Doraikere, Karnataka, India",12.9036032,77.5503354,22.6,89.0,5.14,Clouds
3608.0,Varthur Lake,Karnataka,20.0,28.0,0.3,5.6,6.5,7.3,769.0,1380,7.0,73.0,2.8,5.3,2300.0,490000 00,54000,540000000.0,,,Lake,"Varthur Lake, Karnataka, India",12.9517642,77.7378267,23.12,87.0,5.14,Clouds
3632.0,Veerapura Tank,Karnataka,24.0,30.0,2.1,6.4,6.5,7.5,182.0,878,4.0,10.0,0.4,11.0,340.0,8400,16000,160000.0,,,Lake,"Veerapura Tank, Karnataka, India",13.2604168,77.5428664,23.11,83.0,4.12,Clouds
3603.0,Vengaiyyanakere( Kr Puram Lake ),Karnataka,19.0,25.0,0.3,5.8,6.7,7.5,914.0,2175,4.0,100.0,4.0,7.7,3100.0,940000,35000,16000000.0,,,Lake,"Vengaiyyanakere( Kr Puram Lake ), Karnataka, India",13.0163323,77.6983463,23.2,84.0,5.14,Clouds
4522.0,Vibhuthipura Lake,Karnataka,21.0,26.0,1.8,5.5,6.6,7.7,396.0,1427,4.0,32.0,1.5,5.1,310.0,48000,9200,350000.0,,,Lake,"Vibhuthipura Lake, Karnataka, India",12.967643,77.675566,22.93,87.0,5.14,Clouds
4512.0,Viswaneedam Lake,Karnataka,23.0,28.0,0.3,6.1,6.5,7.5,451.0,2140,4.0,186.0,1.0,8.2,340.0,63000,16000,540000.0,,,Lake,"Viswaneedam Lake, Karnataka, India",12.9969108,77.4955245,22.52,86.0,5.14,Clouds
3638.0,Yelachenahalli Lake,Karnataka,21.0,31.0,2.0,6.9,6.8,8.5,261.0,470,4.0,13.0,0.9,5.0,310.0,49000,5400,350000.0,,,Lake,"Yelachenahalli Lake, Karnataka, India",12.8996079,77.5657033,22.34,90.0,5.14,Clouds
3605.0,Yelemallappa Shetty Lake,Karnataka,21.0,27.0,0.3,4.2,6.2,7.6,392.0,3026,5.0,70.0,1.0,10.7,310.0,310000 00,16000,350000000.0,,,Lake,"Yelemallappa Shetty Lake, Karnataka, India",13.0231219,77.72947049999999,23.3,83.0,5.14,Clouds
3585.0,Yennehole Lake,Karnataka,18.0,30.0,0.3,5.0,7.4,8.7,951.0,1288,6.0,24.0,4.4,10.4,1100.0,2600,6300,11000.0,,,Lake,"Yennehole Lake, Karnataka, India",13.2997983,74.9905507,23.63,95.0,1.07,Clouds
3682.0,Kakati Pond,Karnataka,19.0,26.0,5.0,10.7,8.3,9.5,1190.0,4460,2.0,17.4,1.9,16.0,920.0,1840,1600,3200.0,350.0,1080.0,Pond,"Kakati Pond, Karnataka, India",15.9318986,74.5270216,21.29,95.0,2.75,Clouds
3670.0,Ainorakatte Kere,Karnataka,22.0,22.0,5.2,5.2,7.4,7.4,1390.0,1390,4.6,4.6,0.7,0.7,490.0,490,3500,3500.0,,,Tank,"Ainorakatte Kere, Karnataka, India",13.3263357,75.1465458,19.28,97.0,0.46,Clouds
3623.0,Anekal Doddakere Tank,Karnataka,21.0,32.0,3.2,6.6,6.7,7.9,400.0,1559,4.0,18.0,1.0,6.3,47.0,150000,1600,1600000.0,,,Tank,"Anekal Doddakere Tank, Karnataka, India",12.3,76.65972219999999,22.89,89.0,4.12,Clouds
3681.0,Angol Mi Tank,Karnataka,22.0,28.0,0.3,2.1,6.2,8.3,328.0,580,7.8,25.8,1.0,18.0,920.0,1840,1600,3200.0,540.0,1080.0,Tank,"Angol Mi Tank, Karnataka, India",15.819781,74.5020858,21.18,95.0,2.65,Clouds
3675.0,B Katihalli Kere,Karnataka,24.0,25.0,6.7,6.9,7.7,8.1,470.0,510,2.3,2.9,0.3,0.3,210.0,320,1400,1700.0,,,Tank,"B Katihalli Kere, Karnataka, India",13.0126343,76.139243,20.8,93.0,4.52,Clouds
3664.0,Basavanahallikere Tank,Karnataka,24.0,26.0,6.8,6.8,7.8,8.2,390.0,470,2.0,2.5,0.3,0.3,220.0,260,1300,1700.0,,,Tank,"Basavanahallikere Tank, Karnataka, India",13.3306508,75.78220569999999,18.92,97.0,1.99,Clouds
3619.0,Begur Tank,Karnataka,21.0,28.0,2.5,6.0,6.5,7.7,337.0,1028,4.0,35.0,1.0,4.0,470.0,9400,9200,160000.0,,,Tank,"Begur Tank, Karnataka, India",12.8787673,77.6376676,22.23,91.0,5.14,Clouds
3693.0,Bhathikere Tank,Karnataka,26.0,32.0,3.6,6.9,6.8,8.2,350.0,940,3.0,18.0,0.3,9.5,1700.0,15000,28000,54000.0,,,Tank,"Bhathikere Tank, Karnataka, India",15.3172775,75.7138884,22.19,87.0,6.4,Clouds
3595.0,Byrasandra Tank,Karnataka,25.0,30.0,2.9,5.4,6.5,8.2,293.0,1026,4.0,17.0,0.8,7.0,1700.0,7900,24000,160000.0,,,Tank,"Byrasandra Tank, Karnataka, India",12.9804965,77.6673131,22.96,86.0,5.14,Clouds
4532.0,Chandapura Lake,Karnataka,20.0,25.0,0.3,3.5,6.8,7.8,1180.0,2620,10.0,90.0,5.0,14.0,3100.0,470000 0,35000,35000000.0,,,Tank,"Chandapura Lake, Karnataka, India",12.8054775,77.7047865,22.4,93.0,5.14,Rain
3606.0,Dasarahalli Tank,Karnataka,25.0,27.0,0.3,5.9,6.3,7.5,360.0,1817,4.0,80.0,0.9,7.0,460.0,58000,9200,160000.0,,,Tank,"Dasarahalli Tank, Karnataka, India",13.0410815,77.51195740000001,22.77,84.0,5.14,Clouds
3634.0,Devarakere Tank,Karnataka,22.0,32.0,2.2,6.4,6.5,8.0,242.0,431,4.0,16.0,0.6,5.0,2300.0,41000,24000,350000.0,,,Tank,"Devarakere Tank, Karnataka, India",12.619574,75.8239141,18.97,96.0,2.12,Clouds
3641.0,Dhorekere Tank,Karnataka,23.0,31.0,0.3,6.1,6.5,8.7,351.0,556,4.0,36.0,0.6,2.0,1700.0,12000,24000,160000.0,,,Tank,"Dhorekere Tank, Karnataka, India",15.3172775,75.7138884,22.19,87.0,6.4,Clouds
3653.0,Doddakere Tank(Kunigal),Karnataka,23.0,30.0,4.1,6.3,6.8,8.0,220.0,1307,4.0,7.0,0.6,24.0,310.0,13000,5400,160000.0,,,Tank,"Doddakere Tank(Kunigal), Karnataka, India",13.0303472,77.0283735,26.02,85.0,3.82,Clouds
3666.0,Ganigarahosahallikere Tank,Karnataka,22.0,22.0,7.3,7.3,7.6,7.6,680.0,680,3.0,3.0,0.3,0.3,320.0,320,2100,2100.0,,,Tank,"Ganigarahosahallikere Tank, Karnataka, India",15.3172775,75.7138884,22.19,87.0,6.4,Clouds
4518.0,Garudacharpalya Tank,Karnataka,21.0,28.0,0.3,5.8,6.5,8.2,535.0,1472,5.0,22.0,1.0,5.0,330.0,12000,3500,160000.0,,,Tank,"Garudacharpalya Tank, Karnataka, India",12.9878279,77.70085089999999,23.02,86.0,5.14,Clouds
3676.0,Sahana Lake,Karnataka,21.0,28.0,5.9,7.4,7.2,8.3,450.0,550,2.0,2.8,0.3,1.2,170.0,330,1300,2800.0,,,Tank,"Sahana Lake, Karnataka, India",13.3604541,76.32284229999999,21.44,88.0,2.8,Clouds
3561.0,Handikere (Koppal) Tank,Karnataka,21.0,27.0,6.8,7.3,6.8,8.4,272.0,830,3.0,6.0,0.3,4.1,430.0,740,2100,4300.0,,,Tank,"Handikere (Koppal) Tank, Karnataka, India",15.3319934,76.1484833,24.63,80.0,5.79,Clouds
3671.0,Hanumanthapurakatte Tank,Karnataka,24.0,24.0,6.6,7.0,7.8,8.2,430.0,490,2.2,3.0,0.3,0.3,270.0,450,1600,3900.0,,,Tank,"Hanumanthapurakatte Tank, Karnataka, India",15.3172775,75.7138884,22.19,87.0,6.4,Clouds
3673.0,Avali Kere,Karnataka,23.0,27.0,1.0,2.8,7.1,8.3,1100.0,1470,8.8,52.0,0.6,3.4,170.0,1300,1600,9200.0,,,Tank,"Avali Kere, Karnataka, India",13.3263357,75.1465458,19.28,97.0,0.46,Clouds
3683.0,Herekere Tank,Karnataka,23.0,25.0,5.1,5.8,7.7,7.9,810.0,998,11.0,28.8,1.4,1.9,348.0,1800,540,5800.0,170.0,650.0,Tank,"Herekere Tank, Karnataka, India",14.2535308,75.7824648,21.86,90.0,3.46,Clouds
3598.0,Herohalli Tank,Karnataka,24.0,27.0,0.3,6.0,6.6,7.6,359.0,1703,4.0,23.0,0.7,16.0,700.0,400000,16000,3500000.0,,,Tank,"Herohalli Tank, Karnataka, India",12.9896594,77.4895557,22.54,86.0,5.14,Clouds
3642.0,Jigani Tank,Karnataka,21.0,32.0,2.9,6.5,7.0,7.8,648.0,1265,4.0,47.0,1.0,4.0,230.0,6300,9200,92000.0,,,Tank,"Jigani Tank, Karnataka, India",12.7791043,77.64359790000002,22.11,91.0,5.14,Rain
3663.0,Joladakatte Tank,Karnataka,23.0,26.0,5.4,7.4,7.7,8.3,470.0,660,2.3,3.0,0.3,1.1,210.0,390,1600,2800.0,,,Tank,"Joladakatte Tank, Karnataka, India",15.3172775,75.7138884,22.19,87.0,6.4,Clouds
3607.0,Kalkere Tank,Karnataka,19.0,28.0,2.3,6.8,6.5,7.9,490.0,1452,3.3,155.0,1.3,5.6,1700.0,70000,24000,350000.0,,,Tank,"Kalkere Tank, Karnataka, India",13.0334934,77.67388799999999,23.16,83.0,5.14,Clouds
3657.0,Kanchanahalli Koppalu Kere,Karnataka,24.0,28.0,1.4,4.6,8.1,8.8,2600.0,5100,4.8,24.0,1.0,5.2,120.0,1100,1100,7900.0,,,Tank,"Kanchanahalli Koppalu Kere, Karnataka, India",12.9565907,76.1177324,20.84,93.0,4.76,Clouds
3588.0,Karanjikere Tank,Karnataka,22.0,31.0,4.1,8.1,7.1,8.4,543.0,830,2.0,10.0,1.0,4.1,360.0,1100,4800,6300.0,,,Tank,"Karanjikere Tank, Karnataka, India",12.3030663,76.6733957,22.89,89.0,4.12,Clouds
3591.0,Kempambudhi Tank,Karnataka,25.0,30.0,0.3,6.3,6.5,8.2,362.0,919,4.0,31.0,0.9,7.0,580.0,23000,9200,240000.0,,,Tank,"Kempambudhi Tank, Karnataka, India",12.9517626,77.5601507,22.59,88.0,5.14,Clouds
3639.0,Kengeri Tank,Karnataka,25.0,25.0,5.0,5.4,7.8,7.9,1071.0,1118,5.0,6.0,3.7,7.0,4000.0,49000,35000,350000.0,,,Tank,"Kengeri Tank, Karnataka, India",12.8996676,77.4826837,23.04,89.0,3.84,Clouds
3661.0,Kokkanaghattadoddakere Tank,Karnataka,23.0,28.0,5.1,6.5,8.0,8.6,650.0,1200,3.0,5.6,0.3,1.8,170.0,790,1500,5400.0,,,Tank,"Kokkanaghattadoddakere Tank, Karnataka, India",15.3172775,75.7138884,22.19,87.0,6.4,Clouds
3662.0,Koushika Kere,Karnataka,22.0,28.0,5.8,7.3,7.7,8.3,480.0,600,2.0,2.6,0.3,1.4,170.0,390,1200,2200.0,,,Tank,"Koushika Kere, Karnataka, India",13.3263357,75.1465458,19.28,97.0,0.46,Clouds
4517.0,Kowdhenahalli Tank,Karnataka,25.0,25.0,3.2,5.7,6.5,7.2,311.0,423,4.0,26.0,1.0,1.2,3400.0,33000,24000,350000.0,,,Tank,"Kowdhenahalli Tank, Karnataka, India",13.0199155,77.67723409999999,23.06,83.0,5.14,Clouds
3590.0,Lalbagh Tank,Karnataka,21.0,31.0,3.1,6.6,6.7,8.6,367.0,545,4.0,13.0,0.9,8.0,330.0,11000,9200,160000.0,,,Tank,"Lalbagh Tank, Karnataka, India",12.8850984,74.8382851,23.53,88.0,2.57,Clouds
3665.0,Lingappanakatte Tank,Karnataka,22.0,26.0,5.3,7.4,7.8,8.3,440.0,660,2.0,3.0,0.3,1.4,170.0,450,1200,3300.0,,,Tank,"Lingappanakatte Tank, Karnataka, India",15.3172775,75.7138884,22.19,87.0,6.4,Clouds
4503.0,Madhure Tank,Karnataka,24.0,27.0,4.1,6.3,6.5,7.5,124.0,1127,4.0,10.0,0.4,20.0,340.0,33000,9200,540000.0,,,Tank,"Madhure Tank, Karnataka, India",13.2016429,77.45784669999999,23.17,82.0,3.7,Clouds
3589.0,Madiwala Tank,Karnataka,24.0,28.0,0.3,6.3,6.5,7.9,462.0,1170,4.0,39.0,1.0,4.0,470.0,33000,3500,540000.0,,,Tank,"Madiwala Tank, Karnataka, India",12.9226373,77.6174442,22.56,90.0,5.14,Clouds
3659.0,Makana (Kandali) Kere,Karnataka,22.0,27.0,1.3,2.3,7.2,8.0,910.0,1250,5.6,10.0,0.3,3.6,1200.0,4600,9400,35000.0,,,Tank,"Makana (Kandali) Kere, Karnataka, India",13.3263357,75.1465458,19.28,97.0,0.46,Clouds
4092.0,"Manchalapur Tank, Manchalapur, Raichur",Karnataka,23.0,30.0,4.4,9.0,8.4,9.3,1544.0,2218,7.5,24.0,2.1,14.3,4900.0,11000,24000,35000.0,,,Tank,"Manchalapur Tank, Manchalapur, Raichur, Karnataka, India",16.2215994,77.3499729,30.2,51.0,3.02,Clouds
3697.0,Matadakere Tank (Arasanakere),Karnataka,26.0,27.0,0.3,8.1,8.3,8.9,1090.0,1520,5.9,39.0,0.4,6.6,2200.0,46000,35000,430000.0,,,Tank,"Matadakere Tank (Arasanakere), Karnataka, India",13.8894995,76.3857945,23.12,88.0,5.99,Clouds
3655.0,Mathikere Tank,Karnataka,25.0,28.0,4.2,4.6,8.2,8.5,405.0,482,6.0,9.0,1.0,2.0,31000.0,79000,24000 0,350000.0,,,Tank,"Mathikere Tank, Karnataka, India",13.0334194,77.56397609999999,22.74,85.0,5.14,Clouds
